"TIME","GEO","SEX","AGE","N_CHILD","AGECHILD","ISCED11","Value"
"2013","Germany (until 1990 former territory of the FRG)","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","92.3"
"2013","Germany (until 1990 former territory of the FRG)","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","97.5"
"2013","Germany (until 1990 former territory of the FRG)","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","87.1"
"2013","Germany (until 1990 former territory of the FRG)","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","69.0"
"2013","Germany (until 1990 former territory of the FRG)","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","90.0"
"2013","Germany (until 1990 former territory of the FRG)","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","97.0"
"2013","Estonia","Males","18 years or over","Total","Total","All ISCED 2011 levels ","64.7"
"2013","Estonia","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","47.1"
"2013","Estonia","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","70.1"
"2013","Estonia","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","81.1"
"2013","Estonia","Males","18 years or over","No children","Total","All ISCED 2011 levels ","56.6"
"2013","Estonia","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","41.5"
"2013","Estonia","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","63.0"
"2013","Estonia","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","73.6"
"2013","Estonia","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","78.7"
"2013","Estonia","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","56.7"
"2013","Estonia","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","80.8"
"2013","Estonia","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","93.9"
"2013","Estonia","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","87.1"
"2013","Estonia","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","66.5"
"2013","Estonia","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","89.0"
"2013","Estonia","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","95.9"
"2013","Estonia","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","81.6"
"2013","Estonia","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","61.8"
"2013","Estonia","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","83.0"
"2013","Estonia","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","98.1"
"2013","Ireland","Males","18 years or over","Total","Total","All ISCED 2011 levels ","61.5"
"2013","Ireland","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","40.6"
"2013","Ireland","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","63.3"
"2013","Ireland","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","79.4"
"2013","Ireland","Males","18 years or over","No children","Total","All ISCED 2011 levels ","52.9"
"2013","Ireland","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","34.3"
"2013","Ireland","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","56.1"
"2013","Ireland","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","71.4"
"2013","Ireland","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","71.0"
"2013","Ireland","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","54.1"
"2013","Ireland","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","68.7"
"2013","Ireland","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","86.8"
"2013","Ireland","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","78.2"
"2013","Ireland","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","59.8"
"2013","Ireland","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","75.1"
"2013","Ireland","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","91.0"
"2013","Ireland","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","77.1"
"2013","Ireland","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","54.0"
"2013","Ireland","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","77.0"
"2013","Ireland","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","91.1"
"2013","Greece","Males","18 years or over","Total","Total","All ISCED 2011 levels ","48.1"
"2013","Greece","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","35.6"
"2013","Greece","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","51.8"
"2013","Greece","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","65.5"
"2013","Greece","Males","18 years or over","No children","Total","All ISCED 2011 levels ","39.1"
"2013","Greece","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","28.0"
"2013","Greece","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","42.6"
"2013","Greece","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","56.5"
"2013","Greece","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","66.8"
"2013","Greece","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","58.9"
"2013","Greece","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","64.6"
"2013","Greece","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","82.1"
"2013","Greece","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","78.0"
"2013","Greece","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","66.5"
"2013","Greece","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","79.0"
"2013","Greece","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","90.8"
"2013","Greece","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","77.6"
"2013","Greece","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","64.7"
"2013","Greece","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","84.2"
"2013","Greece","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","91.8"
"2013","Spain","Males","18 years or over","Total","Total","All ISCED 2011 levels ","50.8"
"2013","Spain","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","38.3"
"2013","Spain","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","56.1"
"2013","Spain","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","70.2"
"2013","Spain","Males","18 years or over","No children","Total","All ISCED 2011 levels ","43.2"
"2013","Spain","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","31.0"
"2013","Spain","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","50.7"
"2013","Spain","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","62.7"
"2013","Spain","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","63.9"
"2013","Spain","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","55.6"
"2013","Spain","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","60.3"
"2013","Spain","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","81.2"
"2013","Spain","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","73.7"
"2013","Spain","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","61.9"
"2013","Spain","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","74.6"
"2013","Spain","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","87.8"
"2013","Spain","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","59.9"
"2013","Spain","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","45.9"
"2013","Spain","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","64.9"
"2013","Spain","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","86.5"
"2013","France","Males","18 years or over","Total","Total","All ISCED 2011 levels ","58.2"
"2013","France","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","37.9"
"2013","France","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","61.9"
"2013","France","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","74.4"
"2013","France","Males","18 years or over","No children","Total","All ISCED 2011 levels ","47.7"
"2013","France","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","28.9"
"2013","France","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","52.7"
"2013","France","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","64.3"
"2013","France","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","75.9"
"2013","France","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","66.1"
"2013","France","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","74.3"
"2013","France","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","86.6"
"2013","France","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","86.3"
"2013","France","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","72.2"
"2013","France","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","84.8"
"2013","France","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","95.6"
"2013","France","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","79.3"
"2013","France","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","65.0"
"2013","France","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","80.9"
"2013","France","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","89.8"
"2013","Croatia","Males","18 years or over","Total","Total","All ISCED 2011 levels ","49.8"
"2013","Croatia","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","31.2"
"2013","Croatia","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","52.0"
"2013","Croatia","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","63.9"
"2013","Croatia","Males","18 years or over","No children","Total","All ISCED 2011 levels ","41.1"
"2013","Croatia","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","23.9"
"2013","Croatia","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","42.8"
"2013","Croatia","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","55.3"
"2013","Croatia","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","63.7"
"2013","Croatia","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","43.5"
"2013","Croatia","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","64.7"
"2013","Croatia","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","83.9"
"2013","Croatia","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","69.7"
"2013","Croatia","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","50.6"
"2013","Croatia","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","70.4"
"2013","Croatia","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","86.7"
"2013","Croatia","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","63.9"
"2013","Croatia","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","44.3"
"2013","Croatia","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","69.3"
"2013","Croatia","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","79.5"
"2013","Italy","Males","18 years or over","Total","Total","All ISCED 2011 levels ","54.2"
"2013","Italy","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","41.7"
"2013","Italy","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","64.6"
"2013","Italy","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","72.5"
"2013","Italy","Males","18 years or over","No children","Total","All ISCED 2011 levels ","44.5"
"2013","Italy","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","31.8"
"2013","Italy","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","56.3"
"2013","Italy","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","63.6"
"2013","Italy","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","73.7"
"2013","Italy","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","66.1"
"2013","Italy","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","76.8"
"2013","Italy","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","89.9"
"2013","Italy","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","83.1"
"2013","Italy","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","74.2"
"2013","Italy","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","88.0"
"2013","Italy","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","96.1"
"2013","Italy","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","78.9"
"2013","Italy","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","69.9"
"2013","Italy","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","86.3"
"2013","Italy","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","96.9"
"2013","Cyprus","Males","18 years or over","Total","Total","All ISCED 2011 levels ","62.2"
"2013","Cyprus","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","42.0"
"2013","Cyprus","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","64.9"
"2013","Cyprus","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","75.8"
"2013","Cyprus","Males","18 years or over","No children","Total","All ISCED 2011 levels ","52.8"
"2013","Cyprus","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","34.7"
"2013","Cyprus","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","57.2"
"2013","Cyprus","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","67.0"
"2013","Cyprus","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","72.7"
"2013","Cyprus","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","59.8"
"2013","Cyprus","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","69.8"
"2013","Cyprus","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","84.2"
"2013","Cyprus","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","82.4"
"2013","Cyprus","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","66.4"
"2013","Cyprus","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","79.7"
"2013","Cyprus","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","91.8"
"2013","Cyprus","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","83.1"
"2013","Cyprus","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","69.9"
"2013","Cyprus","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","85.2"
"2013","Cyprus","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","89.3"
"2013","Latvia","Males","18 years or over","Total","Total","All ISCED 2011 levels ","60.1"
"2013","Latvia","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","41.3"
"2013","Latvia","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","64.5"
"2013","Latvia","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","82.2"
"2013","Latvia","Males","18 years or over","No children","Total","All ISCED 2011 levels ","52.7"
"2013","Latvia","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","34.5"
"2013","Latvia","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","58.2"
"2013","Latvia","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","76.2"
"2013","Latvia","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","73.5"
"2013","Latvia","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","49.8"
"2013","Latvia","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","74.9"
"2013","Latvia","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","91.1"
"2013","Latvia","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","79.7"
"2013","Latvia","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","61.6"
"2013","Latvia","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","80.9"
"2013","Latvia","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","94.8"
"2013","Latvia","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","75.9"
"2013","Latvia","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","56.8"
"2013","Latvia","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","80.9"
"2013","Latvia","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","98.1"
"2013","Lithuania","Males","18 years or over","Total","Total","All ISCED 2011 levels ","58.5"
"2013","Lithuania","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","19.1"
"2013","Lithuania","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","60.4"
"2013","Lithuania","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","81.4"
"2013","Lithuania","Males","18 years or over","No children","Total","All ISCED 2011 levels ","51.0"
"2013","Lithuania","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","13.6"
"2013","Lithuania","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","54.1"
"2013","Lithuania","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","74.4"
"2013","Lithuania","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","72.8"
"2013","Lithuania","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","26.0"
"2013","Lithuania","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","73.4"
"2013","Lithuania","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","91.5"
"2013","Lithuania","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","83.5"
"2013","Lithuania","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","59.5"
"2013","Lithuania","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","79.8"
"2013","Lithuania","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","95.8"
"2013","Lithuania","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","68.9"
"2013","Lithuania","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","44.4"
"2013","Lithuania","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","72.9"
"2013","Lithuania","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","95.4"
"2013","Luxembourg","Males","18 years or over","Total","Total","All ISCED 2011 levels ","65.2"
"2013","Luxembourg","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","50.5"
"2013","Luxembourg","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","61.5"
"2013","Luxembourg","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","78.2"
"2013","Luxembourg","Males","18 years or over","No children","Total","All ISCED 2011 levels ","56.3"
"2013","Luxembourg","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","38.2"
"2013","Luxembourg","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","52.0"
"2013","Luxembourg","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","71.2"
"2013","Luxembourg","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","75.7"
"2013","Luxembourg","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","61.1"
"2013","Luxembourg","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","76.1"
"2013","Luxembourg","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","87.8"
"2013","Luxembourg","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","87.2"
"2013","Luxembourg","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","72.7"
"2013","Luxembourg","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","87.8"
"2013","Luxembourg","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","94.7"
"2013","Luxembourg","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","84.5"
"2013","Luxembourg","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","80.4"
"2013","Luxembourg","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","81.0"
"2013","Luxembourg","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","91.7"
"2013","Hungary","Males","18 years or over","Total","Total","All ISCED 2011 levels ","56.5"
"2013","Hungary","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","31.6"
"2013","Hungary","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","64.1"
"2013","Hungary","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","76.4"
"2013","Hungary","Males","18 years or over","No children","Total","All ISCED 2011 levels ","49.4"
"2013","Hungary","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","26.1"
"2013","Hungary","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","58.0"
"2013","Hungary","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","67.7"
"2013","Hungary","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","71.3"
"2013","Hungary","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","40.8"
"2013","Hungary","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","75.6"
"2013","Hungary","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","91.6"
"2013","Hungary","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","78.9"
"2013","Hungary","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","45.8"
"2013","Hungary","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","83.0"
"2013","Hungary","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","96.9"
"2013","Hungary","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","68.2"
"2013","Hungary","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","41.2"
"2013","Hungary","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","80.3"
"2013","Hungary","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","95.7"
"2013","Malta","Males","18 years or over","Total","Total","All ISCED 2011 levels ","65.7"
"2013","Malta","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","56.7"
"2013","Malta","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","73.6"
"2013","Malta","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","84.4"
"2013","Malta","Males","18 years or over","No children","Total","All ISCED 2011 levels ","55.0"
"2013","Malta","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","44.5"
"2013","Malta","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","67.6"
"2013","Malta","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","76.6"
"2013","Malta","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","85.2"
"2013","Malta","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","85.1"
"2013","Malta","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","79.7"
"2013","Malta","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","96.3"
"2013","Malta","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","91.4"
"2013","Malta","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","89.3"
"2013","Malta","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","89.7"
"2013","Malta","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","98.2"
"2013","Malta","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","86.4"
"2013","Malta","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","80.4"
"2013","Malta","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","95.7"
"2013","Malta","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","96.4"
"2013","Netherlands","Males","18 years or over","Total","Total","All ISCED 2011 levels ","67.0"
"2013","Netherlands","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","54.2"
"2013","Netherlands","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","68.2"
"2013","Netherlands","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","76.4"
"2013","Netherlands","Males","18 years or over","No children","Total","All ISCED 2011 levels ","58.4"
"2013","Netherlands","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","45.9"
"2013","Netherlands","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","60.3"
"2013","Netherlands","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","67.4"
"2013","Netherlands","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","84.6"
