"TIME","GEO","SEX","AGE","N_CHILD","AGECHILD","ISCED11","Value"
"2012","Lithuania","Females","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","83.6"
"2012","Luxembourg","Females","18 years or over","Total","Total","All ISCED 2011 levels ","51.3"
"2012","Luxembourg","Females","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","32.5"
"2012","Luxembourg","Females","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","50.7"
"2012","Luxembourg","Females","18 years or over","Total","Total","Tertiary education (levels 5-8)","72.5"
"2012","Luxembourg","Females","18 years or over","No children","Total","All ISCED 2011 levels ","42.9"
"2012","Luxembourg","Females","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","22.5"
"2012","Luxembourg","Females","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","43.3"
"2012","Luxembourg","Females","18 years or over","No children","Total","Tertiary education (levels 5-8)","69.6"
"2012","Luxembourg","Females","18 years or over","1 child","Total","All ISCED 2011 levels ","68.1"
"2012","Luxembourg","Females","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","57.1"
"2012","Luxembourg","Females","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","66.1"
"2012","Luxembourg","Females","18 years or over","1 child","Total","Tertiary education (levels 5-8)","79.8"
"2012","Luxembourg","Females","18 years or over","2 children","Total","All ISCED 2011 levels ","70.5"
"2012","Luxembourg","Females","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","58.1"
"2012","Luxembourg","Females","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","68.0"
"2012","Luxembourg","Females","18 years or over","2 children","Total","Tertiary education (levels 5-8)","81.3"
"2012","Luxembourg","Females","18 years or over","3 children or more","Total","All ISCED 2011 levels ","51.9"
"2012","Luxembourg","Females","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","49.4"
"2012","Luxembourg","Females","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","49.0"
"2012","Luxembourg","Females","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","57.7"
"2012","Hungary","Females","18 years or over","Total","Total","All ISCED 2011 levels ","41.9"
"2012","Hungary","Females","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","19.5"
"2012","Hungary","Females","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","51.5"
"2012","Hungary","Females","18 years or over","Total","Total","Tertiary education (levels 5-8)","68.7"
"2012","Hungary","Females","18 years or over","No children","Total","All ISCED 2011 levels ","38.3"
"2012","Hungary","Females","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","17.8"
"2012","Hungary","Females","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","49.1"
"2012","Hungary","Females","18 years or over","No children","Total","Tertiary education (levels 5-8)","70.0"
"2012","Hungary","Females","18 years or over","1 child","Total","All ISCED 2011 levels ","53.3"
"2012","Hungary","Females","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","27.5"
"2012","Hungary","Females","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","58.7"
"2012","Hungary","Females","18 years or over","1 child","Total","Tertiary education (levels 5-8)","69.1"
"2012","Hungary","Females","18 years or over","2 children","Total","All ISCED 2011 levels ","53.3"
"2012","Hungary","Females","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","27.0"
"2012","Hungary","Females","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","58.1"
"2012","Hungary","Females","18 years or over","2 children","Total","Tertiary education (levels 5-8)","66.0"
"2012","Hungary","Females","18 years or over","3 children or more","Total","All ISCED 2011 levels ","26.8"
"2012","Hungary","Females","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","10.1"
"2012","Hungary","Females","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","33.4"
"2012","Hungary","Females","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","53.1"
"2012","Malta","Females","18 years or over","Total","Total","All ISCED 2011 levels ","37.6"
"2012","Malta","Females","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","20.2"
"2012","Malta","Females","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","60.9"
"2012","Malta","Females","18 years or over","Total","Total","Tertiary education (levels 5-8)","77.2"
"2012","Malta","Females","18 years or over","No children","Total","All ISCED 2011 levels ","31.8"
"2012","Malta","Females","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","16.6"
"2012","Malta","Females","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","57.5"
"2012","Malta","Females","18 years or over","No children","Total","Tertiary education (levels 5-8)","72.2"
"2012","Malta","Females","18 years or over","1 child","Total","All ISCED 2011 levels ","49.4"
"2012","Malta","Females","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","32.3"
"2012","Malta","Females","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","64.8"
"2012","Malta","Females","18 years or over","1 child","Total","Tertiary education (levels 5-8)","83.1"
"2012","Malta","Females","18 years or over","2 children","Total","All ISCED 2011 levels ","51.0"
"2012","Malta","Females","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","25.8"
"2012","Malta","Females","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","68.4"
"2012","Malta","Females","18 years or over","2 children","Total","Tertiary education (levels 5-8)","89.2"
"2012","Malta","Females","18 years or over","3 children or more","Total","All ISCED 2011 levels ","37.3"
"2012","Malta","Females","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","17.2"
"2012","Malta","Females","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","51.5"
"2012","Malta","Females","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","83.5"
"2012","Netherlands","Females","18 years or over","Total","Total","All ISCED 2011 levels ","56.3"
"2012","Netherlands","Females","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","32.7"
"2012","Netherlands","Females","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","63.6"
"2012","Netherlands","Females","18 years or over","Total","Total","Tertiary education (levels 5-8)","76.7"
"2012","Netherlands","Females","18 years or over","No children","Total","All ISCED 2011 levels ","47.3"
"2012","Netherlands","Females","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","26.8"
"2012","Netherlands","Females","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","55.2"
"2012","Netherlands","Females","18 years or over","No children","Total","Tertiary education (levels 5-8)","70.3"
"2012","Netherlands","Females","18 years or over","1 child","Total","All ISCED 2011 levels ","75.1"
"2012","Netherlands","Females","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","57.1"
"2012","Netherlands","Females","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","78.1"
"2012","Netherlands","Females","18 years or over","1 child","Total","Tertiary education (levels 5-8)","87.2"
"2012","Netherlands","Females","18 years or over","2 children","Total","All ISCED 2011 levels ","78.6"
"2012","Netherlands","Females","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","57.8"
"2012","Netherlands","Females","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","80.5"
"2012","Netherlands","Females","18 years or over","2 children","Total","Tertiary education (levels 5-8)","88.1"
"2012","Netherlands","Females","18 years or over","3 children or more","Total","All ISCED 2011 levels ","69.2"
"2012","Netherlands","Females","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","43.6"
"2012","Netherlands","Females","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","71.2"
"2012","Netherlands","Females","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","83.9"
"2012","Austria","Females","18 years or over","Total","Total","All ISCED 2011 levels ","54.0"
"2012","Austria","Females","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","29.7"
"2012","Austria","Females","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","61.1"
"2012","Austria","Females","18 years or over","Total","Total","Tertiary education (levels 5-8)","75.9"
"2012","Austria","Females","18 years or over","No children","Total","All ISCED 2011 levels ","45.9"
"2012","Austria","Females","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","23.9"
"2012","Austria","Females","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","52.5"
"2012","Austria","Females","18 years or over","No children","Total","Tertiary education (levels 5-8)","71.8"
"2012","Austria","Females","18 years or over","1 child","Total","All ISCED 2011 levels ","75.5"
"2012","Austria","Females","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","53.0"
"2012","Austria","Females","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","80.9"
"2012","Austria","Females","18 years or over","1 child","Total","Tertiary education (levels 5-8)","86.8"
"2012","Austria","Females","18 years or over","2 children","Total","All ISCED 2011 levels ","73.5"
"2012","Austria","Females","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","48.6"
"2012","Austria","Females","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","79.5"
"2012","Austria","Females","18 years or over","2 children","Total","Tertiary education (levels 5-8)","83.7"
"2012","Austria","Females","18 years or over","3 children or more","Total","All ISCED 2011 levels ","58.0"
"2012","Austria","Females","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","34.5"
"2012","Austria","Females","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","66.9"
"2012","Austria","Females","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","74.6"
"2012","Poland","Females","18 years or over","Total","Total","All ISCED 2011 levels ","44.8"
"2012","Poland","Females","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","12.2"
"2012","Poland","Females","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","45.1"
"2012","Poland","Females","18 years or over","Total","Total","Tertiary education (levels 5-8)","72.9"
"2012","Poland","Females","18 years or over","No children","Total","All ISCED 2011 levels ","37.0"
"2012","Poland","Females","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","8.9"
"2012","Poland","Females","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","38.0"
"2012","Poland","Females","18 years or over","No children","Total","Tertiary education (levels 5-8)","66.2"
"2012","Poland","Females","18 years or over","1 child","Total","All ISCED 2011 levels ","58.1"
"2012","Poland","Females","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","19.4"
"2012","Poland","Females","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","56.4"
"2012","Poland","Females","18 years or over","1 child","Total","Tertiary education (levels 5-8)","81.3"
"2012","Poland","Females","18 years or over","2 children","Total","All ISCED 2011 levels ","57.9"
"2012","Poland","Females","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","19.9"
"2012","Poland","Females","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","56.3"
"2012","Poland","Females","18 years or over","2 children","Total","Tertiary education (levels 5-8)","81.6"
"2012","Poland","Females","18 years or over","3 children or more","Total","All ISCED 2011 levels ","47.5"
"2012","Poland","Females","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","24.1"
"2012","Poland","Females","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","48.8"
"2012","Poland","Females","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","78.6"
"2012","Portugal","Females","18 years or over","Total","Total","All ISCED 2011 levels ","48.2"
"2012","Portugal","Females","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","38.9"
"2012","Portugal","Females","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","59.3"
"2012","Portugal","Females","18 years or over","Total","Total","Tertiary education (levels 5-8)","72.4"
"2012","Portugal","Females","18 years or over","No children","Total","All ISCED 2011 levels ","39.8"
"2012","Portugal","Females","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","31.5"
"2012","Portugal","Females","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","54.2"
"2012","Portugal","Females","18 years or over","No children","Total","Tertiary education (levels 5-8)","63.2"
"2012","Portugal","Females","18 years or over","1 child","Total","All ISCED 2011 levels ","64.5"
"2012","Portugal","Females","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","58.7"
"2012","Portugal","Females","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","63.0"
"2012","Portugal","Females","18 years or over","1 child","Total","Tertiary education (levels 5-8)","85.0"
"2012","Portugal","Females","18 years or over","2 children","Total","All ISCED 2011 levels ","65.7"
"2012","Portugal","Females","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","55.1"
"2012","Portugal","Females","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","69.6"
"2012","Portugal","Females","18 years or over","2 children","Total","Tertiary education (levels 5-8)","89.8"
"2012","Portugal","Females","18 years or over","3 children or more","Total","All ISCED 2011 levels ","52.4"
"2012","Portugal","Females","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","39.5"
"2012","Portugal","Females","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","63.7"
"2012","Portugal","Females","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","85.4"
"2012","Romania","Females","18 years or over","Total","Total","All ISCED 2011 levels ","45.1"
"2012","Romania","Females","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","29.0"
"2012","Romania","Females","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","51.0"
"2012","Romania","Females","18 years or over","Total","Total","Tertiary education (levels 5-8)","75.1"
"2012","Romania","Females","18 years or over","No children","Total","All ISCED 2011 levels ","38.5"
"2012","Romania","Females","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","24.5"
"2012","Romania","Females","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","44.1"
"2012","Romania","Females","18 years or over","No children","Total","Tertiary education (levels 5-8)","67.4"
"2012","Romania","Females","18 years or over","1 child","Total","All ISCED 2011 levels ","57.2"
"2012","Romania","Females","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","35.7"
"2012","Romania","Females","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","60.7"
"2012","Romania","Females","18 years or over","1 child","Total","Tertiary education (levels 5-8)","87.4"
"2012","Romania","Females","18 years or over","2 children","Total","All ISCED 2011 levels ","56.3"
"2012","Romania","Females","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","39.6"
"2012","Romania","Females","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","62.8"
"2012","Romania","Females","18 years or over","2 children","Total","Tertiary education (levels 5-8)","84.9"
"2012","Romania","Females","18 years or over","3 children or more","Total","All ISCED 2011 levels ","43.7"
"2012","Romania","Females","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","36.5"
"2012","Romania","Females","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","52.3"
"2012","Romania","Females","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","85.5"
"2012","Slovenia","Females","18 years or over","Total","Total","All ISCED 2011 levels ","49.0"
"2012","Slovenia","Females","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","20.7"
"2012","Slovenia","Females","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","50.3"
"2012","Slovenia","Females","18 years or over","Total","Total","Tertiary education (levels 5-8)","74.5"
"2012","Slovenia","Females","18 years or over","No children","Total","All ISCED 2011 levels ","38.8"
"2012","Slovenia","Females","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","17.2"
"2012","Slovenia","Females","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","40.6"
"2012","Slovenia","Females","18 years or over","No children","Total","Tertiary education (levels 5-8)","64.6"
"2012","Slovenia","Females","18 years or over","1 child","Total","All ISCED 2011 levels ","68.7"
"2012","Slovenia","Females","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","39.3"
"2012","Slovenia","Females","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","66.2"
"2012","Slovenia","Females","18 years or over","1 child","Total","Tertiary education (levels 5-8)","87.5"
"2012","Slovenia","Females","18 years or over","2 children","Total","All ISCED 2011 levels ","78.9"
"2012","Slovenia","Females","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","38.0"
"2012","Slovenia","Females","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","80.0"
"2012","Slovenia","Females","18 years or over","2 children","Total","Tertiary education (levels 5-8)","89.6"
"2012","Slovenia","Females","18 years or over","3 children or more","Total","All ISCED 2011 levels ","71.3"
"2012","Slovenia","Females","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","33.0"
"2012","Slovenia","Females","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","71.4"
"2012","Slovenia","Females","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","93.0"
"2012","Slovakia","Females","18 years or over","Total","Total","All ISCED 2011 levels ","45.2"
"2012","Slovakia","Females","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","10.2"
"2012","Slovakia","Females","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","50.3"
"2012","Slovakia","Females","18 years or over","Total","Total","Tertiary education (levels 5-8)","66.4"
"2012","Slovakia","Females","18 years or over","No children","Total","All ISCED 2011 levels ","41.6"
"2012","Slovakia","Females","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","8.5"
"2012","Slovakia","Females","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","46.6"
"2012","Slovakia","Females","18 years or over","No children","Total","Tertiary education (levels 5-8)","67.4"
"2012","Slovakia","Females","18 years or over","1 child","Total","All ISCED 2011 levels ","54.4"
"2012","Slovakia","Females","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","14.1"
"2012","Slovakia","Females","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","58.3"
"2012","Slovakia","Females","18 years or over","1 child","Total","Tertiary education (levels 5-8)","67.2"
"2012","Slovakia","Females","18 years or over","2 children","Total","All ISCED 2011 levels ","53.1"
"2012","Slovakia","Females","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","15.3"
"2012","Slovakia","Females","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","56.8"
"2012","Slovakia","Females","18 years or over","2 children","Total","Tertiary education (levels 5-8)","62.3"
"2012","Slovakia","Females","18 years or over","3 children or more","Total","All ISCED 2011 levels ","34.5"
"2012","Slovakia","Females","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","17.1"
"2012","Slovakia","Females","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","40.8"
"2012","Slovakia","Females","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","51.5"
"2012","Finland","Females","18 years or over","Total","Total","All ISCED 2011 levels ","54.8"
"2012","Finland","Females","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","22.0"
"2012","Finland","Females","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","60.4"
"2012","Finland","Females","18 years or over","Total","Total","Tertiary education (levels 5-8)","72.6"
"2012","Finland","Females","18 years or over","No children","Total","All ISCED 2011 levels ","48.0"
"2012","Finland","Females","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","18.7"
"2012","Finland","Females","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","56.0"
"2012","Finland","Females","18 years or over","No children","Total","Tertiary education (levels 5-8)","67.1"
"2012","Finland","Females","18 years or over","1 child","Total","All ISCED 2011 levels ","74.4"
"2012","Finland","Females","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","44.9"
"2012","Finland","Females","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","75.4"
"2012","Finland","Females","18 years or over","1 child","Total","Tertiary education (levels 5-8)","81.9"
"2012","Finland","Females","18 years or over","2 children","Total","All ISCED 2011 levels ","78.0"
"2012","Finland","Females","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","52.9"
"2012","Finland","Females","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","74.0"
"2012","Finland","Females","18 years or over","2 children","Total","Tertiary education (levels 5-8)","84.5"
"2012","Finland","Females","18 years or over","3 children or more","Total","All ISCED 2011 levels ","64.6"
"2012","Finland","Females","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","36.2"
"2012","Finland","Females","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","63.1"
"2012","Finland","Females","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","80.1"
"2012","Sweden","Females","18 years or over","Total","Total","All ISCED 2011 levels ","65.0"
"2012","Sweden","Females","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","38.2"
"2012","Sweden","Females","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","68.3"
"2012","Sweden","Females","18 years or over","Total","Total","Tertiary education (levels 5-8)","78.6"
"2012","Sweden","Females","18 years or over","No children","Total","All ISCED 2011 levels ","57.5"
"2012","Sweden","Females","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","35.5"
"2012","Sweden","Females","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","61.0"
"2012","Sweden","Females","18 years or over","No children","Total","Tertiary education (levels 5-8)","71.6"
"2012","Sweden","Females","18 years or over","1 child","Total","All ISCED 2011 levels ","76.5"
"2012","Sweden","Females","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","44.0"
"2012","Sweden","Females","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","79.8"
"2012","Sweden","Females","18 years or over","1 child","Total","Tertiary education (levels 5-8)","88.1"
"2012","Sweden","Females","18 years or over","2 children","Total","All ISCED 2011 levels ","85.2"
"2012","Sweden","Females","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","53.4"
"2012","Sweden","Females","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","88.8"
"2012","Sweden","Females","18 years or over","2 children","Total","Tertiary education (levels 5-8)","89.5"
"2012","Sweden","Females","18 years or over","3 children or more","Total","All ISCED 2011 levels ","78.7"
"2012","Sweden","Females","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","46.8"
"2012","Sweden","Females","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","82.9"
"2012","Sweden","Females","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","91.0"
"2012","United Kingdom","Females","18 years or over","Total","Total","All ISCED 2011 levels ","54.2"
"2012","United Kingdom","Females","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","43.2"
"2012","United Kingdom","Females","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","65.6"
"2012","United Kingdom","Females","18 years or over","Total","Total","Tertiary education (levels 5-8)","76.9"
"2012","United Kingdom","Females","18 years or over","No children","Total","All ISCED 2011 levels ","48.1"
"2012","United Kingdom","Females","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","42.3"
"2012","United Kingdom","Females","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","65.5"
"2012","United Kingdom","Females","18 years or over","No children","Total","Tertiary education (levels 5-8)","74.8"
"2012","United Kingdom","Females","18 years or over","1 child","Total","All ISCED 2011 levels ","69.8"
"2012","United Kingdom","Females","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","53.3"
"2012","United Kingdom","Females","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","69.5"
"2012","United Kingdom","Females","18 years or over","1 child","Total","Tertiary education (levels 5-8)","81.7"
"2012","United Kingdom","Females","18 years or over","2 children","Total","All ISCED 2011 levels ","67.6"
"2012","United Kingdom","Females","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","44.5"
"2012","United Kingdom","Females","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","67.2"
"2012","United Kingdom","Females","18 years or over","2 children","Total","Tertiary education (levels 5-8)","81.3"
"2012","United Kingdom","Females","18 years or over","3 children or more","Total","All ISCED 2011 levels ","48.1"
"2012","United Kingdom","Females","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","28.4"
"2012","United Kingdom","Females","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","49.8"
"2012","United Kingdom","Females","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","67.6"
"2012","Montenegro","Females","18 years or over","Total","Total","All ISCED 2011 levels ","36.8"
"2012","Montenegro","Females","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","9.2"
"2012","Montenegro","Females","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.4"
"2012","Montenegro","Females","18 years or over","Total","Total","Tertiary education (levels 5-8)","70.1"
"2012","Montenegro","Females","18 years or over","No children","Total","All ISCED 2011 levels ","32.5"
"2012","Montenegro","Females","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","6.6"
"2012","Montenegro","Females","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","38.1"
"2012","Montenegro","Females","18 years or over","No children","Total","Tertiary education (levels 5-8)","66.6"
"2012","Montenegro","Females","18 years or over","1 child","Total","All ISCED 2011 levels ","42.2"
"2012","Montenegro","Females","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","17.3"
"2012","Montenegro","Females","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","42.6"
"2012","Montenegro","Females","18 years or over","1 child","Total","Tertiary education (levels 5-8)","70.3"
"2012","Montenegro","Females","18 years or over","2 children","Total","All ISCED 2011 levels ","47.1"
"2012","Montenegro","Females","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)",":"
