"time","_geo","geo","value","unit","_unit","sex","_sex","reason","_reason","_flag"
2016,"FR","France",25.7,"Percentage","PC","Women","W","Other reasons","OTH",
2007,"HR","Croatia",14.2,"Percentage","PC","Women","W","Other reasons","OTH",
2016,"HR","Croatia",6.3,"Percentage","PC","Women","W","Other reasons","OTH","u"
2007,"HU","Hungary",23.3,"Percentage","PC","Women","W","Other reasons","OTH",
2011,"HU","Hungary",14.2,"Percentage","PC","Women","W","Other reasons","OTH","b"
2016,"HU","Hungary",27.5,"Percentage","PC","Women","W","Other reasons","OTH",
2016,"IE","Ireland",10.4,"Percentage","PC","Women","W","Other reasons","OTH","b"
2007,"IT","Italy",22.8,"Percentage","PC","Women","W","Other reasons","OTH",
2011,"IT","Italy",18.1,"Percentage","PC","Women","W","Other reasons","OTH",
2016,"IT","Italy",14.2,"Percentage","PC","Women","W","Other reasons","OTH",
2007,"LT","Lithuania",5.1,"Percentage","PC","Women","W","Other reasons","OTH","u"
2011,"LT","Lithuania",,"Percentage","PC","Women","W","Other reasons","OTH","u"
2016,"LT","Lithuania",10.4,"Percentage","PC","Women","W","Other reasons","OTH","u"
2011,"LU","Luxembourg",11.3,"Percentage","PC","Women","W","Other reasons","OTH",
2016,"LU","Luxembourg",16.6,"Percentage","PC","Women","W","Other reasons","OTH","b"
2007,"LV","Latvia",12.1,"Percentage","PC","Women","W","Other reasons","OTH",
2011,"LV","Latvia",19.3,"Percentage","PC","Women","W","Other reasons","OTH",
2016,"LV","Latvia",17.3,"Percentage","PC","Women","W","Other reasons","OTH",
2016,"MK","North Macedonia",17.2,"Percentage","PC","Women","W","Other reasons","OTH",
2011,"MT","Malta",13.1,"Percentage","PC","Women","W","Other reasons","OTH",
2016,"MT","Malta",15.9,"Percentage","PC","Women","W","Other reasons","OTH",
2007,"NL","Netherlands",14.7,"Percentage","PC","Women","W","Other reasons","OTH","u"
2011,"NL","Netherlands",15.3,"Percentage","PC","Women","W","Other reasons","OTH","u"
2007,"NO","Norway",9.5,"Percentage","PC","Women","W","Other reasons","OTH",
2007,"PL","Poland",17.6,"Percentage","PC","Women","W","Other reasons","OTH",
2011,"PL","Poland",9.4,"Percentage","PC","Women","W","Other reasons","OTH",
2016,"PL","Poland",9.9,"Percentage","PC","Women","W","Other reasons","OTH",
2007,"PT","Portugal",9.6,"Percentage","PC","Women","W","Other reasons","OTH",
2011,"PT","Portugal",8.3,"Percentage","PC","Women","W","Other reasons","OTH",
2016,"PT","Portugal",10.3,"Percentage","PC","Women","W","Other reasons","OTH",
2007,"RO","Romania",14.6,"Percentage","PC","Women","W","Other reasons","OTH",
2011,"RO","Romania",25.8,"Percentage","PC","Women","W","Other reasons","OTH",
2016,"RO","Romania",19.5,"Percentage","PC","Women","W","Other reasons","OTH",
2011,"RS","Serbia",10.5,"Percentage","PC","Women","W","Other reasons","OTH",
2016,"RS","Serbia",10,"Percentage","PC","Women","W","Other reasons","OTH",
2007,"SE","Sweden",7.1,"Percentage","PC","Women","W","Other reasons","OTH",
2011,"SE","Sweden",11.7,"Percentage","PC","Women","W","Other reasons","OTH",
2016,"SE","Sweden",21.4,"Percentage","PC","Women","W","Other reasons","OTH","b"
2007,"SI","Slovenia",12.7,"Percentage","PC","Women","W","Other reasons","OTH",
2016,"SI","Slovenia",12.9,"Percentage","PC","Women","W","Other reasons","OTH",
2016,"SK","Slovakia",11.5,"Percentage","PC","Women","W","Other reasons","OTH","u"
2007,"TR","Turkey",47.6,"Percentage","PC","Women","W","Other reasons","OTH",
2011,"TR","Turkey",13.3,"Percentage","PC","Women","W","Other reasons","OTH",
2016,"TR","Turkey",34,"Percentage","PC","Women","W","Other reasons","OTH",
2007,"UK","United Kingdom",29,"Percentage","PC","Women","W","Other reasons","OTH",
2016,"UK","United Kingdom",21.4,"Percentage","PC","Women","W","Other reasons","OTH","b"
2016,"AL","Albania",23.9,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2007,"AT","Austria",17.3,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2011,"AT","Austria",11.5,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2016,"AT","Austria",12,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2016,"BA","Bosnia and Herzegovina",43.7,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2011,"BE","Belgium",9.8,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2016,"BE","Belgium",10.2,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2007,"BG","Bulgaria",,"Percentage","PC","Women","W","Other personal reasons","PER_OTH","u"
2011,"BG","Bulgaria",11.3,"Percentage","PC","Women","W","Other personal reasons","PER_OTH","u"
2016,"BG","Bulgaria",14.7,"Percentage","PC","Women","W","Other personal reasons","PER_OTH","u"
2011,"CH","Switzerland",79.1,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2016,"CH","Switzerland",22.8,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2007,"CY","Cyprus",10.5,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2011,"CY","Cyprus",12.4,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2016,"CY","Cyprus",14.9,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2007,"CZ","Czech Republic",7.4,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2011,"CZ","Czech Republic",12.3,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2016,"CZ","Czech Republic",45.1,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2007,"DE","Germany",,"Percentage","PC","Women","W","Other personal reasons","PER_OTH","u"
2011,"DE","Germany",20.5,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2016,"DE","Germany",28.3,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2011,"DK","Denmark",6.4,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2016,"DK","Denmark",13.8,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2007,"EA19","Euro area (19 countries)",18.5,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2011,"EA19","Euro area (19 countries)",16.2,"Percentage","PC","Women","W","Other personal reasons","PER_OTH","b"
2016,"EA19","Euro area (19 countries)",17.3,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2007,"EE","Estonia",31.9,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2011,"EE","Estonia",13.5,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2007,"EL","Greece",18.4,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2011,"EL","Greece",14.1,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2016,"EL","Greece",34.4,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2007,"ES","Spain",31.2,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2011,"ES","Spain",15,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2016,"ES","Spain",15.8,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2007,"EU27_2020","European Union - 27 countries (from 2020)",16,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2011,"EU27_2020","European Union - 27 countries (from 2020)",16.3,"Percentage","PC","Women","W","Other personal reasons","PER_OTH","b"
2016,"EU27_2020","European Union - 27 countries (from 2020)",16.8,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2007,"EU28","European Union - 28 countries (1993-2020)",26.6,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2011,"EU28","European Union - 28 countries (1993-2020)",16.3,"Percentage","PC","Women","W","Other personal reasons","PER_OTH","b"
2016,"EU28","European Union - 28 countries (1993-2020)",18.2,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2007,"FI","Finland",23.5,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2011,"FI","Finland",15.7,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2016,"FI","Finland",9.6,"Percentage","PC","Women","W","Other personal reasons","PER_OTH","u"
2011,"FR","France",10.2,"Percentage","PC","Women","W","Other personal reasons","PER_OTH","b"
2016,"FR","France",9.5,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2007,"HR","Croatia",8.7,"Percentage","PC","Women","W","Other personal reasons","PER_OTH","u"
2016,"HR","Croatia",11.4,"Percentage","PC","Women","W","Other personal reasons","PER_OTH","u"
2007,"HU","Hungary",12.9,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2011,"HU","Hungary",4.1,"Percentage","PC","Women","W","Other personal reasons","PER_OTH","bu"
2016,"HU","Hungary",5.6,"Percentage","PC","Women","W","Other personal reasons","PER_OTH","u"
2016,"IE","Ireland",10.6,"Percentage","PC","Women","W","Other personal reasons","PER_OTH","b"
2007,"IT","Italy",11.8,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2011,"IT","Italy",15.1,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2016,"IT","Italy",23.7,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2007,"LT","Lithuania",13.1,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2011,"LT","Lithuania",23.4,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2016,"LT","Lithuania",19,"Percentage","PC","Women","W","Other personal reasons","PER_OTH","u"
2011,"LU","Luxembourg",15.2,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2016,"LU","Luxembourg",15.5,"Percentage","PC","Women","W","Other personal reasons","PER_OTH","b"
2007,"LV","Latvia",14.3,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2011,"LV","Latvia",13.4,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2016,"LV","Latvia",20.8,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2016,"MK","North Macedonia",23.2,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2011,"MT","Malta",17.9,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2016,"MT","Malta",11.3,"Percentage","PC","Women","W","Other personal reasons","PER_OTH","u"
2007,"NL","Netherlands",22.3,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2011,"NL","Netherlands",28.2,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2007,"NO","Norway",12.4,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2007,"PL","Poland",11.8,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2011,"PL","Poland",15.3,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2016,"PL","Poland",12.8,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2007,"PT","Portugal",16.3,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2011,"PT","Portugal",52,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2016,"PT","Portugal",5.1,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2007,"RO","Romania",,"Percentage","PC","Women","W","Other personal reasons","PER_OTH","u"
2011,"RO","Romania",18,"Percentage","PC","Women","W","Other personal reasons","PER_OTH","u"
2016,"RO","Romania",14.4,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2011,"RS","Serbia",8.6,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2016,"RS","Serbia",11.2,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2007,"SE","Sweden",19,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2011,"SE","Sweden",37.1,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2016,"SE","Sweden",15.5,"Percentage","PC","Women","W","Other personal reasons","PER_OTH","b"
2007,"SI","Slovenia",7.6,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2016,"SI","Slovenia",10.1,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2016,"SK","Slovakia",18.7,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2007,"TR","Turkey",12.7,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2011,"TR","Turkey",9,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2016,"TR","Turkey",5,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2007,"UK","United Kingdom",50.8,"Percentage","PC","Women","W","Other personal reasons","PER_OTH",
2016,"UK","United Kingdom",25.3,"Percentage","PC","Women","W","Other personal reasons","PER_OTH","b"
2016,"AL","Albania",10.6,"Percentage","PC","Women","W","Schedule","SKD",
2007,"AT","Austria",44.8,"Percentage","PC","Women","W","Schedule","SKD",
2011,"AT","Austria",39.6,"Percentage","PC","Women","W","Schedule","SKD",
2016,"AT","Austria",48.6,"Percentage","PC","Women","W","Schedule","SKD",
2016,"BA","Bosnia and Herzegovina",49.7,"Percentage","PC","Women","W","Schedule","SKD",
2011,"BE","Belgium",32,"Percentage","PC","Women","W","Schedule","SKD",
2016,"BE","Belgium",40.9,"Percentage","PC","Women","W","Schedule","SKD",
2007,"BG","Bulgaria",29.5,"Percentage","PC","Women","W","Schedule","SKD",
2011,"BG","Bulgaria",39.8,"Percentage","PC","Women","W","Schedule","SKD",
2016,"BG","Bulgaria",63.5,"Percentage","PC","Women","W","Schedule","SKD",
2007,"CH","Switzerland",37.4,"Percentage","PC","Women","W","Schedule","SKD",
2011,"CH","Switzerland",50.7,"Percentage","PC","Women","W","Schedule","SKD",
2016,"CH","Switzerland",37,"Percentage","PC","Women","W","Schedule","SKD",
2007,"CY","Cyprus",33.3,"Percentage","PC","Women","W","Schedule","SKD",
2011,"CY","Cyprus",26.5,"Percentage","PC","Women","W","Schedule","SKD",
2016,"CY","Cyprus",31.1,"Percentage","PC","Women","W","Schedule","SKD",
2007,"CZ","Czech Republic",32.4,"Percentage","PC","Women","W","Schedule","SKD",
2011,"CZ","Czech Republic",23.8,"Percentage","PC","Women","W","Schedule","SKD",
2016,"CZ","Czech Republic",20.1,"Percentage","PC","Women","W","Schedule","SKD",
2007,"DE","Germany",37.9,"Percentage","PC","Women","W","Schedule","SKD","u"
2011,"DE","Germany",36.3,"Percentage","PC","Women","W","Schedule","SKD",
2016,"DE","Germany",39.3,"Percentage","PC","Women","W","Schedule","SKD",
2011,"DK","Denmark",23.7,"Percentage","PC","Women","W","Schedule","SKD",
2016,"DK","Denmark",24.6,"Percentage","PC","Women","W","Schedule","SKD",
2007,"EA19","Euro area (19 countries)",36.6,"Percentage","PC","Women","W","Schedule","SKD",
2011,"EA19","Euro area (19 countries)",31.3,"Percentage","PC","Women","W","Schedule","SKD","b"
2016,"EA19","Euro area (19 countries)",40.9,"Percentage","PC","Women","W","Schedule","SKD",
2007,"EE","Estonia",33.1,"Percentage","PC","Women","W","Schedule","SKD",
2011,"EE","Estonia",37.2,"Percentage","PC","Women","W","Schedule","SKD",
2007,"EL","Greece",47.6,"Percentage","PC","Women","W","Schedule","SKD",
2011,"EL","Greece",18,"Percentage","PC","Women","W","Schedule","SKD",
2016,"EL","Greece",37.5,"Percentage","PC","Women","W","Schedule","SKD",
2007,"ES","Spain",35.7,"Percentage","PC","Women","W","Schedule","SKD",
2011,"ES","Spain",26.6,"Percentage","PC","Women","W","Schedule","SKD",
2016,"ES","Spain",55,"Percentage","PC","Women","W","Schedule","SKD",
2007,"EU27_2020","European Union - 27 countries (from 2020)",36.3,"Percentage","PC","Women","W","Schedule","SKD",
2011,"EU27_2020","European Union - 27 countries (from 2020)",30.4,"Percentage","PC","Women","W","Schedule","SKD","b"
2016,"EU27_2020","European Union - 27 countries (from 2020)",38.1,"Percentage","PC","Women","W","Schedule","SKD",
2007,"EU28","European Union - 28 countries (1993-2020)",38.8,"Percentage","PC","Women","W","Schedule","SKD",
2011,"EU28","European Union - 28 countries (1993-2020)",30.4,"Percentage","PC","Women","W","Schedule","SKD","b"
2016,"EU28","European Union - 28 countries (1993-2020)",40.8,"Percentage","PC","Women","W","Schedule","SKD",
2007,"FI","Finland",53,"Percentage","PC","Women","W","Schedule","SKD",
2011,"FI","Finland",43.7,"Percentage","PC","Women","W","Schedule","SKD",
2016,"FI","Finland",36.7,"Percentage","PC","Women","W","Schedule","SKD",
2011,"FR","France",33.3,"Percentage","PC","Women","W","Schedule","SKD","b"
2016,"FR","France",32.8,"Percentage","PC","Women","W","Schedule","SKD",
2007,"HR","Croatia",35.8,"Percentage","PC","Women","W","Schedule","SKD",
2016,"HR","Croatia",44.7,"Percentage","PC","Women","W","Schedule","SKD",
2007,"HU","Hungary",52.9,"Percentage","PC","Women","W","Schedule","SKD",
2011,"HU","Hungary",29.2,"Percentage","PC","Women","W","Schedule","SKD","b"
2016,"HU","Hungary",46.3,"Percentage","PC","Women","W","Schedule","SKD",
2016,"IE","Ireland",22.8,"Percentage","PC","Women","W","Schedule","SKD","b"
2007,"IT","Italy",36.5,"Percentage","PC","Women","W","Schedule","SKD",
2011,"IT","Italy",28.2,"Percentage","PC","Women","W","Schedule","SKD",
2016,"IT","Italy",39.6,"Percentage","PC","Women","W","Schedule","SKD",
2007,"LT","Lithuania",51.3,"Percentage","PC","Women","W","Schedule","SKD",
2011,"LT","Lithuania",34.1,"Percentage","PC","Women","W","Schedule","SKD",
2016,"LT","Lithuania",43.2,"Percentage","PC","Women","W","Schedule","SKD",
2011,"LU","Luxembourg",34.5,"Percentage","PC","Women","W","Schedule","SKD",
2016,"LU","Luxembourg",39.9,"Percentage","PC","Women","W","Schedule","SKD","b"
2007,"LV","Latvia",42.2,"Percentage","PC","Women","W","Schedule","SKD",
2011,"LV","Latvia",40,"Percentage","PC","Women","W","Schedule","SKD",
2016,"LV","Latvia",44.4,"Percentage","PC","Women","W","Schedule","SKD",
2016,"MK","North Macedonia",28.8,"Percentage","PC","Women","W","Schedule","SKD",
2011,"MT","Malta",42.9,"Percentage","PC","Women","W","Schedule","SKD",
2016,"MT","Malta",66.4,"Percentage","PC","Women","W","Schedule","SKD",
2007,"NL","Netherlands",15,"Percentage","PC","Women","W","Schedule","SKD","u"
2011,"NL","Netherlands",45.1,"Percentage","PC","Women","W","Schedule","SKD",
2007,"NO","Norway",37.2,"Percentage","PC","Women","W","Schedule","SKD",
2007,"PL","Poland",33.6,"Percentage","PC","Women","W","Schedule","SKD",
2011,"PL","Poland",24,"Percentage","PC","Women","W","Schedule","SKD",
2016,"PL","Poland",22.8,"Percentage","PC","Women","W","Schedule","SKD",
2007,"PT","Portugal",29.4,"Percentage","PC","Women","W","Schedule","SKD",
2011,"PT","Portugal",5.1,"Percentage","PC","Women","W","Schedule","SKD",
2016,"PT","Portugal",57.5,"Percentage","PC","Women","W","Schedule","SKD",
2007,"RO","Romania",37.8,"Percentage","PC","Women","W","Schedule","SKD",
2011,"RO","Romania",35,"Percentage","PC","Women","W","Schedule","SKD",
2016,"RO","Romania",31.7,"Percentage","PC","Women","W","Schedule","SKD",
2011,"RS","Serbia",14.4,"Percentage","PC","Women","W","Schedule","SKD",
2016,"RS","Serbia",42.6,"Percentage","PC","Women","W","Schedule","SKD",
2007,"SE","Sweden",41,"Percentage","PC","Women","W","Schedule","SKD",
2011,"SE","Sweden",32,"Percentage","PC","Women","W","Schedule","SKD",
2016,"SE","Sweden",34.3,"Percentage","PC","Women","W","Schedule","SKD","b"
2007,"SI","Slovenia",52.6,"Percentage","PC","Women","W","Schedule","SKD",
2016,"SI","Slovenia",33.6,"Percentage","PC","Women","W","Schedule","SKD",
2016,"SK","Slovakia",46.1,"Percentage","PC","Women","W","Schedule","SKD",
2007,"TR","Turkey",15.6,"Percentage","PC","Women","W","Schedule","SKD",
2011,"TR","Turkey",6.8,"Percentage","PC","Women","W","Schedule","SKD",
2016,"TR","Turkey",14.3,"Percentage","PC","Women","W","Schedule","SKD",
2007,"UK","United Kingdom",43.9,"Percentage","PC","Women","W","Schedule","SKD",
2016,"UK","United Kingdom",54.8,"Percentage","PC","Women","W","Schedule","SKD","b"
2016,"AL","Albania",59.6,"Percentage","PC","Men","M","Costs","COST",
2007,"AT","Austria",23.3,"Percentage","PC","Men","M","Costs","COST",
2011,"AT","Austria",26,"Percentage","PC","Men","M","Costs","COST",
2016,"AT","Austria",28.7,"Percentage","PC","Men","M","Costs","COST",
2016,"BA","Bosnia and Herzegovina",57.8,"Percentage","PC","Men","M","Costs","COST",
2011,"BE","Belgium",12.4,"Percentage","PC","Men","M","Costs","COST",
2016,"BE","Belgium",17.8,"Percentage","PC","Men","M","Costs","COST",
2007,"BG","Bulgaria",49,"Percentage","PC","Men","M","Costs","COST",
2011,"BG","Bulgaria",53,"Percentage","PC","Men","M","Costs","COST",
2016,"BG","Bulgaria",45.1,"Percentage","PC","Men","M","Costs","COST",
2007,"CH","Switzerland",26.5,"Percentage","PC","Men","M","Costs","COST",
2011,"CH","Switzerland",35,"Percentage","PC","Men","M","Costs","COST",
2016,"CH","Switzerland",35.3,"Percentage","PC","Men","M","Costs","COST",
2007,"CY","Cyprus",14.8,"Percentage","PC","Men","M","Costs","COST",
2011,"CY","Cyprus",25.2,"Percentage","PC","Men","M","Costs","COST",
2016,"CY","Cyprus",36.6,"Percentage","PC","Men","M","Costs","COST",
2007,"CZ","Czech Republic",14.3,"Percentage","PC","Men","M","Costs","COST",
2011,"CZ","Czech Republic",21.6,"Percentage","PC","Men","M","Costs","COST",
2016,"CZ","Czech Republic",14.9,"Percentage","PC","Men","M","Costs","COST",
2007,"DE","Germany",31.7,"Percentage","PC","Men","M","Costs","COST","u"
2011,"DE","Germany",28.9,"Percentage","PC","Men","M","Costs","COST",
2016,"DE","Germany",26.7,"Percentage","PC","Men","M","Costs","COST",
2011,"DK","Denmark",20.8,"Percentage","PC","Men","M","Costs","COST",
2016,"DK","Denmark",15.3,"Percentage","PC","Men","M","Costs","COST",
2007,"EA19","Euro area (19 countries)",24.3,"Percentage","PC","Men","M","Costs","COST",
2011,"EA19","Euro area (19 countries)",28.5,"Percentage","PC","Men","M","Costs","COST","b"
2016,"EA19","Euro area (19 countries)",30.1,"Percentage","PC","Men","M","Costs","COST",
2007,"EE","Estonia",35.3,"Percentage","PC","Men","M","Costs","COST",
2011,"EE","Estonia",29.3,"Percentage","PC","Men","M","Costs","COST",
2007,"EL","Greece",27,"Percentage","PC","Men","M","Costs","COST",
2011,"EL","Greece",37.6,"Percentage","PC","Men","M","Costs","COST",
2016,"EL","Greece",47.3,"Percentage","PC","Men","M","Costs","COST",
2007,"ES","Spain",12.7,"Percentage","PC","Men","M","Costs","COST",
2011,"ES","Spain",14.7,"Percentage","PC","Men","M","Costs","COST",
2016,"ES","Spain",42.6,"Percentage","PC","Men","M","Costs","COST",
2007,"EU27_2020","European Union - 27 countries (from 2020)",29.2,"Percentage","PC","Men","M","Costs","COST",
2011,"EU27_2020","European Union - 27 countries (from 2020)",29.6,"Percentage","PC","Men","M","Costs","COST","b"
2016,"EU27_2020","European Union - 27 countries (from 2020)",29.3,"Percentage","PC","Men","M","Costs","COST",
2007,"EU28","European Union - 28 countries (1993-2020)",29.7,"Percentage","PC","Men","M","Costs","COST",
2011,"EU28","European Union - 28 countries (1993-2020)",29.6,"Percentage","PC","Men","M","Costs","COST","b"
2016,"EU28","European Union - 28 countries (1993-2020)",32.6,"Percentage","PC","Men","M","Costs","COST",
2007,"FI","Finland",23.6,"Percentage","PC","Men","M","Costs","COST",
2011,"FI","Finland",17.7,"Percentage","PC","Men","M","Costs","COST",
2016,"FI","Finland",21.4,"Percentage","PC","Men","M","Costs","COST",
2011,"FR","France",27.6,"Percentage","PC","Men","M","Costs","COST","b"
2016,"FR","France",23.2,"Percentage","PC","Men","M","Costs","COST",
2007,"HR","Croatia",39.4,"Percentage","PC","Men","M","Costs","COST",
2016,"HR","Croatia",46.1,"Percentage","PC","Men","M","Costs","COST",
2007,"HU","Hungary",38.5,"Percentage","PC","Men","M","Costs","COST",
2011,"HU","Hungary",55,"Percentage","PC","Men","M","Costs","COST","b"
2016,"HU","Hungary",35.6,"Percentage","PC","Men","M","Costs","COST",
2016,"IE","Ireland",30.1,"Percentage","PC","Men","M","Costs","COST","b"
2007,"IT","Italy",27.8,"Percentage","PC","Men","M","Costs","COST",
2011,"IT","Italy",38.5,"Percentage","PC","Men","M","Costs","COST",
2016,"IT","Italy",32.6,"Percentage","PC","Men","M","Costs","COST",
2007,"LT","Lithuania",38.3,"Percentage","PC","Men","M","Costs","COST",
2011,"LT","Lithuania",56.4,"Percentage","PC","Men","M","Costs","COST",
2016,"LT","Lithuania",36.9,"Percentage","PC","Men","M","Costs","COST","u"
2011,"LU","Luxembourg",20,"Percentage","PC","Men","M","Costs","COST",
2016,"LU","Luxembourg",26.5,"Percentage","PC","Men","M","Costs","COST","b"
2007,"LV","Latvia",47.8,"Percentage","PC","Men","M","Costs","COST",
2011,"LV","Latvia",48.6,"Percentage","PC","Men","M","Costs","COST",
2016,"LV","Latvia",47.5,"Percentage","PC","Men","M","Costs","COST",
2016,"MK","North Macedonia",72.2,"Percentage","PC","Men","M","Costs","COST",
2011,"MT","Malta",19.3,"Percentage","PC","Men","M","Costs","COST",
2016,"MT","Malta",21.2,"Percentage","PC","Men","M","Costs","COST","u"
2007,"NL","Netherlands",25,"Percentage","PC","Men","M","Costs","COST",
2011,"NL","Netherlands",35.2,"Percentage","PC","Men","M","Costs","COST",
2007,"NO","Norway",11.1,"Percentage","PC","Men","M","Costs","COST",
2007,"PL","Poland",48.2,"Percentage","PC","Men","M","Costs","COST",
2011,"PL","Poland",36.6,"Percentage","PC","Men","M","Costs","COST",
2016,"PL","Poland",20.2,"Percentage","PC","Men","M","Costs","COST",
2007,"PT","Portugal",29.4,"Percentage","PC","Men","M","Costs","COST",
2011,"PT","Portugal",16.8,"Percentage","PC","Men","M","Costs","COST",
2016,"PT","Portugal",35.8,"Percentage","PC","Men","M","Costs","COST",
2007,"RO","Romania",63.7,"Percentage","PC","Men","M","Costs","COST",
2011,"RO","Romania",57.1,"Percentage","PC","Men","M","Costs","COST",
2016,"RO","Romania",43.4,"Percentage","PC","Men","M","Costs","COST",
2011,"RS","Serbia",42.7,"Percentage","PC","Men","M","Costs","COST",
2016,"RS","Serbia",51.9,"Percentage","PC","Men","M","Costs","COST",
2007,"SE","Sweden",20.2,"Percentage","PC","Men","M","Costs","COST",
2011,"SE","Sweden",22,"Percentage","PC","Men","M","Costs","COST",
2016,"SE","Sweden",20.8,"Percentage","PC","Men","M","Costs","COST","b"
2007,"SI","Slovenia",33.7,"Percentage","PC","Men","M","Costs","COST",
2016,"SI","Slovenia",34,"Percentage","PC","Men","M","Costs","COST",
2016,"SK","Slovakia",28.1,"Percentage","PC","Men","M","Costs","COST",
2007,"TR","Turkey",44.4,"Percentage","PC","Men","M","Costs","COST",
2011,"TR","Turkey",22.4,"Percentage","PC","Men","M","Costs","COST",
2016,"TR","Turkey",25.4,"Percentage","PC","Men","M","Costs","COST",
2007,"UK","United Kingdom",30.7,"Percentage","PC","Men","M","Costs","COST",
2016,"UK","United Kingdom",46.1,"Percentage","PC","Men","M","Costs","COST","b"
2016,"AL","Albania",26.6,"Percentage","PC","Men","M","Distance","DST",
2007,"AT","Austria",19.3,"Percentage","PC","Men","M","Distance","DST",
2011,"AT","Austria",26.9,"Percentage","PC","Men","M","Distance","DST",
2016,"AT","Austria",15.1,"Percentage","PC","Men","M","Distance","DST",
2016,"BA","Bosnia and Herzegovina",25.8,"Percentage","PC","Men","M","Distance","DST",
2011,"BE","Belgium",8.8,"Percentage","PC","Men","M","Distance","DST",
2016,"BE","Belgium",9.2,"Percentage","PC","Men","M","Distance","DST",
2007,"BG","Bulgaria",34.2,"Percentage","PC","Men","M","Distance","DST",
2011,"BG","Bulgaria",27.4,"Percentage","PC","Men","M","Distance","DST","u"
2016,"BG","Bulgaria",21.5,"Percentage","PC","Men","M","Distance","DST","u"
2011,"CH","Switzerland",17.6,"Percentage","PC","Men","M","Distance","DST",
