"time","_geo","geo","value","unit","_unit","sex","_sex","training","_training","_flag"
2011,"BG","Bulgaria",,"Percentage","PC","Women","W","No response","NRP","u"
2016,"BG","Bulgaria",,"Percentage","PC","Women","W","No response","NRP","u"
2011,"CH","Switzerland",,"Percentage","PC","Women","W","No response","NRP","u"
2016,"CH","Switzerland",,"Percentage","PC","Women","W","No response","NRP","u"
2016,"CZ","Czech Republic",,"Percentage","PC","Women","W","No response","NRP","u"
2007,"DE","Germany",,"Percentage","PC","Women","W","No response","NRP","u"
2011,"DE","Germany",,"Percentage","PC","Women","W","No response","NRP","u"
2016,"DE","Germany",,"Percentage","PC","Women","W","No response","NRP","u"
2007,"EA19","Euro area (19 countries)",1.6,"Percentage","PC","Women","W","No response","NRP",
2011,"EA19","Euro area (19 countries)",0.3,"Percentage","PC","Women","W","No response","NRP","b"
2016,"EA19","Euro area (19 countries)",1.3,"Percentage","PC","Women","W","No response","NRP",
2007,"EL","Greece",0.6,"Percentage","PC","Women","W","No response","NRP","u"
2011,"EL","Greece",0.8,"Percentage","PC","Women","W","No response","NRP","u"
2016,"EL","Greece",,"Percentage","PC","Women","W","No response","NRP","u"
2007,"ES","Spain",,"Percentage","PC","Women","W","No response","NRP","u"
2011,"ES","Spain",,"Percentage","PC","Women","W","No response","NRP","u"
2016,"ES","Spain",1.5,"Percentage","PC","Women","W","No response","NRP",
2007,"EU27_2020","European Union - 27 countries (from 2020)",1.2,"Percentage","PC","Women","W","No response","NRP",
2011,"EU27_2020","European Union - 27 countries (from 2020)",0.2,"Percentage","PC","Women","W","No response","NRP","b"
2016,"EU27_2020","European Union - 27 countries (from 2020)",1.1,"Percentage","PC","Women","W","No response","NRP",
2007,"EU28","European Union - 28 countries (1993-2020)",1.1,"Percentage","PC","Women","W","No response","NRP",
2011,"EU28","European Union - 28 countries (1993-2020)",0.3,"Percentage","PC","Women","W","No response","NRP","b"
2016,"EU28","European Union - 28 countries (1993-2020)",1,"Percentage","PC","Women","W","No response","NRP",
2007,"FI","Finland",,"Percentage","PC","Women","W","No response","NRP","u"
2011,"FI","Finland",,"Percentage","PC","Women","W","No response","NRP","u"
2016,"FI","Finland",,"Percentage","PC","Women","W","No response","NRP","u"
2007,"HR","Croatia",,"Percentage","PC","Women","W","No response","NRP","u"
2016,"HU","Hungary",,"Percentage","PC","Women","W","No response","NRP","u"
2011,"IE","Ireland",4.7,"Percentage","PC","Women","W","No response","NRP",
2007,"IT","Italy",4,"Percentage","PC","Women","W","No response","NRP",
2011,"IT","Italy",,"Percentage","PC","Women","W","No response","NRP","u"
2011,"LT","Lithuania",,"Percentage","PC","Women","W","No response","NRP","u"
2011,"LU","Luxembourg",,"Percentage","PC","Women","W","No response","NRP","u"
2016,"LU","Luxembourg",1.2,"Percentage","PC","Women","W","No response","NRP","bu"
2007,"LV","Latvia",,"Percentage","PC","Women","W","No response","NRP","u"
2007,"NL","Netherlands",8.9,"Percentage","PC","Women","W","No response","NRP",
2011,"NL","Netherlands",,"Percentage","PC","Women","W","No response","NRP","u"
2016,"NL","Netherlands",,"Percentage","PC","Women","W","No response","NRP","u"
2011,"NO","Norway",,"Percentage","PC","Women","W","No response","NRP","u"
2016,"NO","Norway",2,"Percentage","PC","Women","W","No response","NRP","u"
2011,"PL","Poland",,"Percentage","PC","Women","W","No response","NRP","u"
2016,"PL","Poland",,"Percentage","PC","Women","W","No response","NRP","u"
2007,"RO","Romania",1,"Percentage","PC","Women","W","No response","NRP",
2011,"RO","Romania",0.7,"Percentage","PC","Women","W","No response","NRP","u"
2011,"RS","Serbia",0.9,"Percentage","PC","Women","W","No response","NRP","u"
2016,"SE","Sweden",1.3,"Percentage","PC","Women","W","No response","NRP","bu"
2016,"SI","Slovenia",,"Percentage","PC","Women","W","No response","NRP","u"
2007,"SK","Slovakia",,"Percentage","PC","Women","W","No response","NRP","u"
2011,"UK","United Kingdom",,"Percentage","PC","Women","W","No response","NRP","u"
2016,"UK","United Kingdom",,"Percentage","PC","Women","W","No response","NRP","bu"
2016,"AL","Albania",9.2,"Percentage","PC","Women","W","Total","TOTAL",
2007,"AT","Austria",30.9,"Percentage","PC","Women","W","Total","TOTAL",
2011,"AT","Austria",23.7,"Percentage","PC","Women","W","Total","TOTAL",
2016,"AT","Austria",40.6,"Percentage","PC","Women","W","Total","TOTAL",
2016,"BA","Bosnia and Herzegovina",7.3,"Percentage","PC","Women","W","Total","TOTAL",
2007,"BE","Belgium",22.2,"Percentage","PC","Women","W","Total","TOTAL",
2011,"BE","Belgium",19.6,"Percentage","PC","Women","W","Total","TOTAL",
2007,"BG","Bulgaria",16.9,"Percentage","PC","Women","W","Total","TOTAL",
2011,"BG","Bulgaria",8.7,"Percentage","PC","Women","W","Total","TOTAL",
2016,"BG","Bulgaria",6.7,"Percentage","PC","Women","W","Total","TOTAL",
2011,"CH","Switzerland",36.4,"Percentage","PC","Women","W","Total","TOTAL",
2016,"CH","Switzerland",36.5,"Percentage","PC","Women","W","Total","TOTAL",
2007,"CY","Cyprus",19.6,"Percentage","PC","Women","W","Total","TOTAL",
2011,"CY","Cyprus",18.8,"Percentage","PC","Women","W","Total","TOTAL",
2016,"CY","Cyprus",16.5,"Percentage","PC","Women","W","Total","TOTAL",
2011,"CZ","Czech Republic",21.9,"Percentage","PC","Women","W","Total","TOTAL",
2016,"CZ","Czech Republic",19.8,"Percentage","PC","Women","W","Total","TOTAL",
2007,"DE","Germany",17.2,"Percentage","PC","Women","W","Total","TOTAL",
2011,"DE","Germany",22.4,"Percentage","PC","Women","W","Total","TOTAL",
2016,"DE","Germany",20,"Percentage","PC","Women","W","Total","TOTAL",
2011,"DK","Denmark",48.2,"Percentage","PC","Women","W","Total","TOTAL",
2016,"DK","Denmark",50.3,"Percentage","PC","Women","W","Total","TOTAL",
2007,"EA19","Euro area (19 countries)",20.8,"Percentage","PC","Women","W","Total","TOTAL",
2011,"EA19","Euro area (19 countries)",24.2,"Percentage","PC","Women","W","Total","TOTAL","b"
2016,"EA19","Euro area (19 countries)",24.4,"Percentage","PC","Women","W","Total","TOTAL",
2011,"EE","Estonia",25.9,"Percentage","PC","Women","W","Total","TOTAL",
2016,"EE","Estonia",35.6,"Percentage","PC","Women","W","Total","TOTAL",
2007,"EL","Greece",9.3,"Percentage","PC","Women","W","Total","TOTAL",
2011,"EL","Greece",11.3,"Percentage","PC","Women","W","Total","TOTAL",
2016,"EL","Greece",9.8,"Percentage","PC","Women","W","Total","TOTAL",
2007,"ES","Spain",23.5,"Percentage","PC","Women","W","Total","TOTAL",
2011,"ES","Spain",25.9,"Percentage","PC","Women","W","Total","TOTAL",
2016,"ES","Spain",32.3,"Percentage","PC","Women","W","Total","TOTAL",
2007,"EU27_2020","European Union - 27 countries (from 2020)",20.2,"Percentage","PC","Women","W","Total","TOTAL",
2011,"EU27_2020","European Union - 27 countries (from 2020)",22.3,"Percentage","PC","Women","W","Total","TOTAL","b"
2016,"EU27_2020","European Union - 27 countries (from 2020)",22.8,"Percentage","PC","Women","W","Total","TOTAL",
2007,"EU28","European Union - 28 countries (1993-2020)",24.8,"Percentage","PC","Women","W","Total","TOTAL",
2011,"EU28","European Union - 28 countries (1993-2020)",27.9,"Percentage","PC","Women","W","Total","TOTAL","b"
2016,"EU28","European Union - 28 countries (1993-2020)",23.3,"Percentage","PC","Women","W","Total","TOTAL",
2007,"FI","Finland",46.8,"Percentage","PC","Women","W","Total","TOTAL",
2011,"FI","Finland",48.8,"Percentage","PC","Women","W","Total","TOTAL",
2016,"FI","Finland",50,"Percentage","PC","Women","W","Total","TOTAL",
2011,"FR","France",28.5,"Percentage","PC","Women","W","Total","TOTAL","b"
2016,"FR","France",30.6,"Percentage","PC","Women","W","Total","TOTAL",
2007,"HR","Croatia",22.3,"Percentage","PC","Women","W","Total","TOTAL",
2016,"HR","Croatia",18.8,"Percentage","PC","Women","W","Total","TOTAL",
2007,"HU","Hungary",8.6,"Percentage","PC","Women","W","Total","TOTAL",
2011,"HU","Hungary",14.5,"Percentage","PC","Women","W","Total","TOTAL","b"
2016,"HU","Hungary",14.3,"Percentage","PC","Women","W","Total","TOTAL",
2011,"IE","Ireland",20.8,"Percentage","PC","Women","W","Total","TOTAL",
2016,"IE","Ireland",32.3,"Percentage","PC","Women","W","Total","TOTAL","b"
2007,"IT","Italy",10.6,"Percentage","PC","Women","W","Total","TOTAL",
2011,"IT","Italy",17.7,"Percentage","PC","Women","W","Total","TOTAL",
2016,"IT","Italy",14.5,"Percentage","PC","Women","W","Total","TOTAL",
2007,"LT","Lithuania",18.8,"Percentage","PC","Women","W","Total","TOTAL",
2011,"LT","Lithuania",15.2,"Percentage","PC","Women","W","Total","TOTAL",
2016,"LT","Lithuania",12.9,"Percentage","PC","Women","W","Total","TOTAL",
2011,"LU","Luxembourg",49.9,"Percentage","PC","Women","W","Total","TOTAL",
2016,"LU","Luxembourg",39.3,"Percentage","PC","Women","W","Total","TOTAL","b"
2007,"LV","Latvia",26.5,"Percentage","PC","Women","W","Total","TOTAL",
2011,"LV","Latvia",29,"Percentage","PC","Women","W","Total","TOTAL",
2016,"LV","Latvia",30.1,"Percentage","PC","Women","W","Total","TOTAL",
2016,"MK","North Macedonia",8.6,"Percentage","PC","Women","W","Total","TOTAL",
2011,"MT","Malta",25.4,"Percentage","PC","Women","W","Total","TOTAL",
2016,"MT","Malta",21.4,"Percentage","PC","Women","W","Total","TOTAL",
2007,"NL","Netherlands",56.8,"Percentage","PC","Women","W","Total","TOTAL",
2011,"NL","Netherlands",36,"Percentage","PC","Women","W","Total","TOTAL",
2016,"NL","Netherlands",40.3,"Percentage","PC","Women","W","Total","TOTAL",
2011,"NO","Norway",26.6,"Percentage","PC","Women","W","Total","TOTAL",
2016,"NO","Norway",40.5,"Percentage","PC","Women","W","Total","TOTAL",
2007,"PL","Poland",19.5,"Percentage","PC","Women","W","Total","TOTAL",
2011,"PL","Poland",16.9,"Percentage","PC","Women","W","Total","TOTAL",
2016,"PL","Poland",16,"Percentage","PC","Women","W","Total","TOTAL",
2007,"PT","Portugal",18.4,"Percentage","PC","Women","W","Total","TOTAL",
2011,"PT","Portugal",30.9,"Percentage","PC","Women","W","Total","TOTAL",
2016,"PT","Portugal",27.5,"Percentage","PC","Women","W","Total","TOTAL",
2007,"RO","Romania",13.3,"Percentage","PC","Women","W","Total","TOTAL",
2011,"RO","Romania",2.1,"Percentage","PC","Women","W","Total","TOTAL",
2016,"RO","Romania",5.2,"Percentage","PC","Women","W","Total","TOTAL",
2011,"RS","Serbia",11.5,"Percentage","PC","Women","W","Total","TOTAL",
2016,"RS","Serbia",15.8,"Percentage","PC","Women","W","Total","TOTAL",
2007,"SE","Sweden",36.2,"Percentage","PC","Women","W","Total","TOTAL",
2011,"SE","Sweden",34.6,"Percentage","PC","Women","W","Total","TOTAL",
2016,"SE","Sweden",43.3,"Percentage","PC","Women","W","Total","TOTAL","b"
2007,"SI","Slovenia",27.3,"Percentage","PC","Women","W","Total","TOTAL",
2011,"SI","Slovenia",24.2,"Percentage","PC","Women","W","Total","TOTAL",
2016,"SI","Slovenia",42.4,"Percentage","PC","Women","W","Total","TOTAL",
2007,"SK","Slovakia",38.9,"Percentage","PC","Women","W","Total","TOTAL",
2011,"SK","Slovakia",28,"Percentage","PC","Women","W","Total","TOTAL",
2016,"SK","Slovakia",23.4,"Percentage","PC","Women","W","Total","TOTAL",
2007,"TR","Turkey",8.3,"Percentage","PC","Women","W","Total","TOTAL",
2011,"TR","Turkey",7.5,"Percentage","PC","Women","W","Total","TOTAL",
2016,"TR","Turkey",5.7,"Percentage","PC","Women","W","Total","TOTAL",
2007,"UK","United Kingdom",53.3,"Percentage","PC","Women","W","Total","TOTAL",
2011,"UK","United Kingdom",72.5,"Percentage","PC","Women","W","Total","TOTAL",
2016,"UK","United Kingdom",27.3,"Percentage","PC","Women","W","Total","TOTAL","b"
2016,"AL","Albania",45.5,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2007,"AT","Austria",46.2,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"AT","Austria",37.9,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"AT","Austria",49.2,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"BA","Bosnia and Herzegovina",43.6,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2007,"BE","Belgium",33.3,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"BE","Belgium",33.9,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2007,"BG","Bulgaria",20.1,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"BG","Bulgaria",14.6,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"BG","Bulgaria",12.4,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"CH","Switzerland",37.7,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"CH","Switzerland",41,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2007,"CY","Cyprus",28.1,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"CY","Cyprus",30.7,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"CY","Cyprus",24.1,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"CZ","Czech Republic",33.5,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"CZ","Czech Republic",23.6,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2007,"DE","Germany",26.9,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"DE","Germany",33.6,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"DE","Germany",26.6,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"DK","Denmark",60.4,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"DK","Denmark",64.9,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2007,"EA19","Euro area (19 countries)",34.2,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"EA19","Euro area (19 countries)",35.9,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE","b"
2016,"EA19","Euro area (19 countries)",32.6,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"EE","Estonia",28.1,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"EE","Estonia",38.2,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2007,"EL","Greece",26.6,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"EL","Greece",32.1,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"EL","Greece",28.7,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2007,"ES","Spain",36.2,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"ES","Spain",38.9,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"ES","Spain",40.6,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2007,"EU27_2020","European Union - 27 countries (from 2020)",34.7,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"EU27_2020","European Union - 27 countries (from 2020)",35.3,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE","b"
2016,"EU27_2020","European Union - 27 countries (from 2020)",32.3,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2007,"EU28","European Union - 28 countries (1993-2020)",40.2,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"EU28","European Union - 28 countries (1993-2020)",39.6,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE","b"
2016,"EU28","European Union - 28 countries (1993-2020)",32.5,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2007,"FI","Finland",44.7,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"FI","Finland",47.7,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"FI","Finland",47.7,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"FR","France",38,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE","b"
2016,"FR","France",36.6,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2007,"HR","Croatia",44.5,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"HR","Croatia",35.6,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2007,"HU","Hungary",30.6,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"HU","Hungary",20.1,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE","b"
2016,"HU","Hungary",14.7,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"IE","Ireland",33.2,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"IE","Ireland",36.9,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE","b"
2007,"IT","Italy",23.3,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"IT","Italy",30.8,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"IT","Italy",23.3,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2007,"LT","Lithuania",23,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"LT","Lithuania",21.4,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"LT","Lithuania",16.1,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"LU","Luxembourg",53.3,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"LU","Luxembourg",58.8,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE","b"
2007,"LV","Latvia",36.1,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"LV","Latvia",39.4,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"LV","Latvia",32,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"MK","North Macedonia",37.3,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"MT","Malta",42.4,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"MT","Malta",36.3,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2007,"NL","Netherlands",75.8,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"NL","Netherlands",41.3,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"NL","Netherlands",53,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"NO","Norway",34.7,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"NO","Norway",40.9,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2007,"PL","Poland",38.3,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"PL","Poland",32.5,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"PL","Poland",32.3,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2007,"PT","Portugal",36.1,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"PT","Portugal",43.2,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"PT","Portugal",37.9,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2007,"RO","Romania",59.1,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"RO","Romania",10,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE","u"
2016,"RO","Romania",21.8,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"RS","Serbia",39.5,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"RS","Serbia",43.8,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2007,"SE","Sweden",39.1,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"SE","Sweden",39.1,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"SE","Sweden",42,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE","b"
2007,"SI","Slovenia",33.5,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"SI","Slovenia",34,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"SI","Slovenia",50.1,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2007,"SK","Slovakia",46.2,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"SK","Slovakia",35.9,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"SK","Slovakia",29.2,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2007,"TR","Turkey",28.5,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"TR","Turkey",25.8,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"TR","Turkey",17.9,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2007,"UK","United Kingdom",63.9,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2011,"UK","United Kingdom",81.7,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE",
2016,"UK","United Kingdom",33.9,"Percentage","PC","Men","M","Formal and non-formal education and training","FE_NFE","b"
2016,"AL","Albania",4.6,"Percentage","PC","Men","M","Informal learning only","INF_ONL","u"
2007,"AT","Austria",23,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"AT","Austria",13.9,"Percentage","PC","Men","M","Informal learning only","INF_ONL","u"
2016,"AT","Austria",14,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2016,"BA","Bosnia and Herzegovina",4.5,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2007,"BE","Belgium",30.9,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"BE","Belgium",16.2,"Percentage","PC","Men","M","Informal learning only","INF_ONL","u"
2007,"BG","Bulgaria",25.1,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"BG","Bulgaria",,"Percentage","PC","Men","M","Informal learning only","INF_ONL","u"
2016,"BG","Bulgaria",3.6,"Percentage","PC","Men","M","Informal learning only","INF_ONL","u"
2011,"CH","Switzerland",25.4,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2016,"CH","Switzerland",28.2,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2007,"CY","Cyprus",21,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"CY","Cyprus",9.4,"Percentage","PC","Men","M","Informal learning only","INF_ONL","u"
2016,"CY","Cyprus",7.1,"Percentage","PC","Men","M","Informal learning only","INF_ONL","u"
2011,"CZ","Czech Republic",19.8,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2016,"CZ","Czech Republic",6.4,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2007,"DE","Germany",17,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"DE","Germany",20.8,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2016,"DE","Germany",15.7,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"DK","Denmark",31.9,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2016,"DK","Denmark",27.2,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2007,"EA19","Euro area (19 countries)",19.4,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"EA19","Euro area (19 countries)",22,"Percentage","PC","Men","M","Informal learning only","INF_ONL","b"
2016,"EA19","Euro area (19 countries)",16,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"EE","Estonia",18.5,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2016,"EE","Estonia",20.9,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2007,"EL","Greece",15.1,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"EL","Greece",,"Percentage","PC","Men","M","Informal learning only","INF_ONL","u"
2016,"EL","Greece",5.9,"Percentage","PC","Men","M","Informal learning only","INF_ONL","u"
2007,"ES","Spain",40.5,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"ES","Spain",46,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2016,"ES","Spain",34.3,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2007,"EU27_2020","European Union - 27 countries (from 2020)",21.1,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"EU27_2020","European Union - 27 countries (from 2020)",20.6,"Percentage","PC","Men","M","Informal learning only","INF_ONL","b"
2016,"EU27_2020","European Union - 27 countries (from 2020)",14.4,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2007,"EU28","European Union - 28 countries (1993-2020)",27.1,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"EU28","European Union - 28 countries (1993-2020)",31.1,"Percentage","PC","Men","M","Informal learning only","INF_ONL","b"
2016,"EU28","European Union - 28 countries (1993-2020)",15.6,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2007,"FI","Finland",33.7,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"FI","Finland",38.3,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2016,"FI","Finland",33.2,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"FR","France",21.7,"Percentage","PC","Men","M","Informal learning only","INF_ONL","b"
2016,"FR","France",15.1,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2007,"HR","Croatia",23.8,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2016,"HR","Croatia",10,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2007,"HU","Hungary",12.5,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"HU","Hungary",17.8,"Percentage","PC","Men","M","Informal learning only","INF_ONL","b"
2016,"HU","Hungary",7.4,"Percentage","PC","Men","M","Informal learning only","INF_ONL","u"
2011,"IE","Ireland",41.1,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2016,"IE","Ireland",14.3,"Percentage","PC","Men","M","Informal learning only","INF_ONL","b"
2007,"IT","Italy",8,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"IT","Italy",16,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2016,"IT","Italy",8.9,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2007,"LT","Lithuania",14.3,"Percentage","PC","Men","M","Informal learning only","INF_ONL","u"
2011,"LT","Lithuania",25.3,"Percentage","PC","Men","M","Informal learning only","INF_ONL","u"
2016,"LT","Lithuania",,"Percentage","PC","Men","M","Informal learning only","INF_ONL","u"
2011,"LU","Luxembourg",28.2,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2016,"LU","Luxembourg",23.8,"Percentage","PC","Men","M","Informal learning only","INF_ONL","b"
2007,"LV","Latvia",17.5,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"LV","Latvia",21.4,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2016,"LV","Latvia",12.6,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2016,"MK","North Macedonia",5.8,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"MT","Malta",30,"Percentage","PC","Men","M","Informal learning only","INF_ONL","u"
2016,"MT","Malta",11.5,"Percentage","PC","Men","M","Informal learning only","INF_ONL","u"
