"time,""_geo"",""geo"",""value"",""UNIT"",""_UNIT"",""EGROUP"",""_EGROUP"",""POSITION"",""_POSITION"",""sex"",""_sex"""
"2010,""EEA"",""EEA countries (non-EU)"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2011,""EEA"",""EEA countries (non-EU)"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2012,""EEA"",""EEA countries (non-EU)"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2013,""EEA"",""EEA countries (non-EU)"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2014,""EEA"",""EEA countries (non-EU)"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2015,""EEA"",""EEA countries (non-EU)"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2016,""EEA"",""EEA countries (non-EU)"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2017,""EEA"",""EEA countries (non-EU)"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2018,""EEA"",""EEA countries (non-EU)"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2019,""EEA"",""EEA countries (non-EU)"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2020,""EEA"",""EEA countries (non-EU)"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2021,""EEA"",""EEA countries (non-EU)"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2003,""EEA"",""EEA countries (non-EU)"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2004,""EEA"",""EEA countries (non-EU)"",2,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2005,""EEA"",""EEA countries (non-EU)"",2,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2006,""EEA"",""EEA countries (non-EU)"",2,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2007,""EEA"",""EEA countries (non-EU)"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2008,""EEA"",""EEA countries (non-EU)"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2009,""EEA"",""EEA countries (non-EU)"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2010,""EEA"",""EEA countries (non-EU)"",2,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2011,""EEA"",""EEA countries (non-EU)"",2,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2012,""EEA"",""EEA countries (non-EU)"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2013,""EEA"",""EEA countries (non-EU)"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2014,""EEA"",""EEA countries (non-EU)"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2015,""EEA"",""EEA countries (non-EU)"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2016,""EEA"",""EEA countries (non-EU)"",2,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2017,""EEA"",""EEA countries (non-EU)"",2,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2018,""EEA"",""EEA countries (non-EU)"",2,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2019,""EEA"",""EEA countries (non-EU)"",2,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2020,""EEA"",""EEA countries (non-EU)"",2,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2021,""EEA"",""EEA countries (non-EU)"",2,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2003,""EEA"",""EEA countries (non-EU)"",2,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2004,""EEA"",""EEA countries (non-EU)"",2,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2005,""EEA"",""EEA countries (non-EU)"",2,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2006,""EEA"",""EEA countries (non-EU)"",2,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2007,""EEA"",""EEA countries (non-EU)"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2008,""EEA"",""EEA countries (non-EU)"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2009,""EEA"",""EEA countries (non-EU)"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2010,""EEA"",""EEA countries (non-EU)"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2011,""EEA"",""EEA countries (non-EU)"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2012,""EEA"",""EEA countries (non-EU)"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2013,""EEA"",""EEA countries (non-EU)"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2014,""EEA"",""EEA countries (non-EU)"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2015,""EEA"",""EEA countries (non-EU)"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2016,""EEA"",""EEA countries (non-EU)"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2017,""EEA"",""EEA countries (non-EU)"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2018,""EEA"",""EEA countries (non-EU)"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2019,""EEA"",""EEA countries (non-EU)"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2020,""EEA"",""EEA countries (non-EU)"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2021,""EEA"",""EEA countries (non-EU)"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2003,""EE"",""Estonia"",2,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2004,""EE"",""Estonia"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2005,""EE"",""Estonia"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2006,""EE"",""Estonia"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2007,""EE"",""Estonia"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2008,""EE"",""Estonia"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2009,""EE"",""Estonia"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2010,""EE"",""Estonia"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2011,""EE"",""Estonia"",2,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2012,""EE"",""Estonia"",2,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2013,""EE"",""Estonia"",2,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2014,""EE"",""Estonia"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2015,""EE"",""Estonia"",4,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2016,""EE"",""Estonia"",4,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2017,""EE"",""Estonia"",5,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2018,""EE"",""Estonia"",5,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2019,""EE"",""Estonia"",4,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2020,""EE"",""Estonia"",5,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2021,""EE"",""Estonia"",5,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2003,""EE"",""Estonia"",16,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2004,""EE"",""Estonia"",15,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2005,""EE"",""Estonia"",15,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2006,""EE"",""Estonia"",15,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2007,""EE"",""Estonia"",16,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2008,""EE"",""Estonia"",16,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2009,""EE"",""Estonia"",16,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2010,""EE"",""Estonia"",16,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2011,""EE"",""Estonia"",17,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2012,""EE"",""Estonia"",17,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2013,""EE"",""Estonia"",17,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2014,""EE"",""Estonia"",16,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2015,""EE"",""Estonia"",14,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2016,""EE"",""Estonia"",15,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2017,""EE"",""Estonia"",14,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2018,""EE"",""Estonia"",13,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2019,""EE"",""Estonia"",14,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2020,""EE"",""Estonia"",14,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2021,""EE"",""Estonia"",14,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2003,""EE"",""Estonia"",18,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2004,""EE"",""Estonia"",18,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2005,""EE"",""Estonia"",18,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2006,""EE"",""Estonia"",18,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2007,""EE"",""Estonia"",19,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2008,""EE"",""Estonia"",19,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2009,""EE"",""Estonia"",19,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2010,""EE"",""Estonia"",19,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2011,""EE"",""Estonia"",19,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2012,""EE"",""Estonia"",19,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2013,""EE"",""Estonia"",19,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2014,""EE"",""Estonia"",19,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2015,""EE"",""Estonia"",18,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2016,""EE"",""Estonia"",19,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2017,""EE"",""Estonia"",19,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2018,""EE"",""Estonia"",18,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2019,""EE"",""Estonia"",18,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2020,""EE"",""Estonia"",19,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2021,""EE"",""Estonia"",19,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2003,""EE"",""Estonia"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2004,""EE"",""Estonia"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2005,""EE"",""Estonia"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2006,""EE"",""Estonia"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2007,""EE"",""Estonia"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2008,""EE"",""Estonia"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2009,""EE"",""Estonia"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2010,""EE"",""Estonia"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2011,""EE"",""Estonia"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2012,""EE"",""Estonia"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2013,""EE"",""Estonia"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2014,""EE"",""Estonia"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2015,""EE"",""Estonia"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2016,""EE"",""Estonia"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2017,""EE"",""Estonia"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2018,""EE"",""Estonia"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2019,""EE"",""Estonia"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2020,""EE"",""Estonia"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2021,""EE"",""Estonia"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2003,""EE"",""Estonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2004,""EE"",""Estonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2005,""EE"",""Estonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2006,""EE"",""Estonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2007,""EE"",""Estonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2008,""EE"",""Estonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2009,""EE"",""Estonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2010,""EE"",""Estonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2011,""EE"",""Estonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2012,""EE"",""Estonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2013,""EE"",""Estonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2014,""EE"",""Estonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2015,""EE"",""Estonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2016,""EE"",""Estonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2017,""EE"",""Estonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2018,""EE"",""Estonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
